"datasets/ontologies/model(BigModel(toOntology).csv 0).ttl",,,,
Layer,node,Number of meanings for node,csv row,pruning type
8,82,1,2,RandomConnections
8,91,1,2,RandomConnections
8,101,1,2,RandomConnections
8,102,1,2,RandomConnections
8,132,1,2,RandomConnections
8,144,1,2,RandomConnections
8,149,1,2,RandomConnections
8,162,1,2,RandomConnections
8,163,1,2,RandomConnections
8,178,1,2,RandomConnections
9,5,1,2,RandomConnections
9,31,1,2,RandomConnections
9,32,1,2,RandomConnections
9,41,1,2,RandomConnections
9,50,1,2,RandomConnections
9,57,1,2,RandomConnections
9,64,1,2,RandomConnections
9,79,1,2,RandomConnections
9,83,1,2,RandomConnections
9,103,1,2,RandomConnections
9,113,2,2,RandomConnections
9,120,1,2,RandomConnections
9,121,1,2,RandomConnections
9,128,1,2,RandomConnections
9,153,2,2,RandomConnections
9,161,1,2,RandomConnections
9,162,1,2,RandomConnections
9,172,1,2,RandomConnections
9,182,1,2,RandomConnections
10,5,1,2,RandomConnections
10,41,1,2,RandomConnections
10,57,1,2,RandomConnections
10,59,1,2,RandomConnections
10,70,1,2,RandomConnections
10,71,1,2,RandomConnections
10,74,1,2,RandomConnections
10,99,1,2,RandomConnections
10,107,1,2,RandomConnections
10,111,1,2,RandomConnections
10,122,1,2,RandomConnections
10,123,2,2,RandomConnections
10,133,1,2,RandomConnections
10,136,1,2,RandomConnections
10,144,1,2,RandomConnections
10,153,1,2,RandomConnections
10,159,2,2,RandomConnections
10,169,1,2,RandomConnections
10,183,1,2,RandomConnections
11,22,1,2,RandomConnections
11,37,1,2,RandomConnections
11,41,1,2,RandomConnections
11,44,1,2,RandomConnections
11,49,1,2,RandomConnections
11,52,1,2,RandomConnections
11,71,1,2,RandomConnections
11,73,2,2,RandomConnections
11,83,1,2,RandomConnections
11,85,1,2,RandomConnections
11,104,1,2,RandomConnections
11,111,1,2,RandomConnections
11,114,2,2,RandomConnections
11,130,1,2,RandomConnections
11,152,1,2,RandomConnections
11,165,1,2,RandomConnections
11,168,1,2,RandomConnections
11,184,1,2,RandomConnections
12,0,1,2,RandomConnections
12,8,1,2,RandomConnections
12,10,1,2,RandomConnections
12,16,1,2,RandomConnections
12,29,1,2,RandomConnections
12,32,1,2,RandomConnections
12,33,1,2,RandomConnections
12,36,1,2,RandomConnections
12,49,1,2,RandomConnections
12,112,1,2,RandomConnections
12,117,1,2,RandomConnections
12,121,1,2,RandomConnections
12,135,3,2,RandomConnections
12,137,1,2,RandomConnections
12,144,1,2,RandomConnections
12,150,1,2,RandomConnections
12,158,1,2,RandomConnections
12,163,1,2,RandomConnections
12,169,1,2,RandomConnections
13,9,2,2,RandomConnections
13,10,1,2,RandomConnections
13,27,2,2,RandomConnections
13,30,1,2,RandomConnections
13,34,1,2,RandomConnections
13,54,1,2,RandomConnections
13,58,1,2,RandomConnections
13,81,1,2,RandomConnections
13,88,1,2,RandomConnections
13,90,1,2,RandomConnections
13,106,1,2,RandomConnections
13,118,1,2,RandomConnections
13,133,1,2,RandomConnections
13,137,1,2,RandomConnections
13,138,1,2,RandomConnections
13,150,1,2,RandomConnections
13,152,1,2,RandomConnections
13,163,1,2,RandomConnections
13,174,1,2,RandomConnections
13,184,1,2,RandomConnections
14,2,1,2,RandomConnections
14,7,1,2,RandomConnections
14,15,1,2,RandomConnections
14,28,2,2,RandomConnections
14,31,1,2,RandomConnections
14,36,1,2,RandomConnections
14,42,1,2,RandomConnections
14,63,1,2,RandomConnections
14,80,1,2,RandomConnections
14,84,2,2,RandomConnections
14,96,1,2,RandomConnections
14,103,1,2,RandomConnections
14,108,1,2,RandomConnections
14,113,1,2,RandomConnections
14,120,1,2,RandomConnections
14,135,1,2,RandomConnections
14,136,1,2,RandomConnections
14,156,1,2,RandomConnections
14,169,1,2,RandomConnections
14,173,1,2,RandomConnections
15,8,1,2,RandomConnections
15,14,1,2,RandomConnections
15,30,1,2,RandomConnections
15,51,1,2,RandomConnections
15,57,1,2,RandomConnections
15,59,1,2,RandomConnections
15,69,1,2,RandomConnections
15,73,2,2,RandomConnections
15,124,3,2,RandomConnections
15,128,1,2,RandomConnections
15,136,1,2,RandomConnections
15,138,1,2,RandomConnections
15,141,1,2,RandomConnections
15,149,1,2,RandomConnections
15,153,1,2,RandomConnections
15,163,1,2,RandomConnections
15,178,1,2,RandomConnections
15,186,3,2,RandomConnections
16,11,1,2,RandomConnections
16,14,2,2,RandomConnections
16,21,1,2,RandomConnections
16,45,1,2,RandomConnections
16,46,1,2,RandomConnections
16,49,1,2,RandomConnections
16,59,1,2,RandomConnections
16,67,1,2,RandomConnections
16,82,2,2,RandomConnections
16,88,1,2,RandomConnections
16,92,1,2,RandomConnections
16,109,1,2,RandomConnections
16,111,1,2,RandomConnections
16,116,1,2,RandomConnections
16,132,1,2,RandomConnections
16,144,1,2,RandomConnections
16,149,1,2,RandomConnections
16,157,1,2,RandomConnections
16,189,1,2,RandomConnections
17,0,1,2,RandomConnections
17,3,1,2,RandomConnections
17,8,1,2,RandomConnections
17,19,1,2,RandomConnections
17,27,1,2,RandomConnections
17,32,1,2,RandomConnections
17,40,1,2,RandomConnections
17,56,1,2,RandomConnections
17,82,1,2,RandomConnections
17,93,1,2,RandomConnections
17,94,1,2,RandomConnections
17,103,1,2,RandomConnections
17,130,2,2,RandomConnections
17,135,1,2,RandomConnections
17,137,1,2,RandomConnections
17,152,1,2,RandomConnections
17,164,1,2,RandomConnections
17,185,1,2,RandomConnections
17,191,1,2,RandomConnections
18,6,2,2,RandomConnections
18,11,1,2,RandomConnections
18,14,1,2,RandomConnections
18,21,1,2,RandomConnections
18,28,1,2,RandomConnections
18,45,1,2,RandomConnections
18,53,1,2,RandomConnections
18,54,1,2,RandomConnections
18,55,1,2,RandomConnections
18,78,1,2,RandomConnections
18,98,1,2,RandomConnections
18,112,1,2,RandomConnections
18,113,1,2,RandomConnections
18,129,1,2,RandomConnections
18,135,1,2,RandomConnections
18,136,1,2,RandomConnections
18,157,2,2,RandomConnections
18,185,1,2,RandomConnections
18,188,1,2,RandomConnections
19,4,1,2,RandomConnections
19,7,1,2,RandomConnections
19,30,1,2,RandomConnections
19,46,1,2,RandomConnections
19,49,1,2,RandomConnections
19,67,1,2,RandomConnections
19,74,1,2,RandomConnections
19,75,1,2,RandomConnections
19,84,1,2,RandomConnections
19,89,1,2,RandomConnections
19,111,1,2,RandomConnections
19,125,1,2,RandomConnections
19,136,1,2,RandomConnections
19,139,1,2,RandomConnections
19,162,1,2,RandomConnections
19,163,1,2,RandomConnections
19,176,2,2,RandomConnections
19,187,1,2,RandomConnections
19,188,1,2,RandomConnections
20,1,1,2,RandomConnections
20,12,1,2,RandomConnections
20,13,1,2,RandomConnections
20,16,1,2,RandomConnections
20,23,1,2,RandomConnections
20,51,1,2,RandomConnections
20,53,1,2,RandomConnections
20,54,1,2,RandomConnections
20,60,1,2,RandomConnections
20,61,1,2,RandomConnections
20,71,1,2,RandomConnections
20,85,1,2,RandomConnections
20,87,1,2,RandomConnections
20,90,1,2,RandomConnections
20,106,1,2,RandomConnections
20,156,3,2,RandomConnections
20,168,1,2,RandomConnections
20,170,2,2,RandomConnections
20,192,1,2,RandomConnections
21,3,1,2,RandomConnections
21,10,1,2,RandomConnections
21,19,1,2,RandomConnections
21,24,1,2,RandomConnections
21,29,1,2,RandomConnections
21,30,1,2,RandomConnections
21,37,1,2,RandomConnections
21,46,1,2,RandomConnections
21,65,1,2,RandomConnections
21,70,1,2,RandomConnections
21,92,1,2,RandomConnections
21,100,1,2,RandomConnections
21,121,1,2,RandomConnections
21,133,1,2,RandomConnections
21,150,1,2,RandomConnections
21,156,2,2,RandomConnections
21,165,1,2,RandomConnections
21,188,1,2,RandomConnections
21,190,1,2,RandomConnections
22,0,1,2,RandomConnections
22,10,1,2,RandomConnections
22,13,1,2,RandomConnections
22,21,1,2,RandomConnections
22,24,1,2,RandomConnections
22,25,1,2,RandomConnections
22,36,1,2,RandomConnections
22,41,1,2,RandomConnections
22,52,1,2,RandomConnections
22,60,1,2,RandomConnections
22,72,2,2,RandomConnections
22,90,1,2,RandomConnections
22,97,1,2,RandomConnections
22,103,1,2,RandomConnections
22,121,1,2,RandomConnections
22,124,1,2,RandomConnections
22,125,1,2,RandomConnections
22,130,1,2,RandomConnections
22,141,1,2,RandomConnections
22,194,1,2,RandomConnections
23,8,2,2,RandomConnections
23,10,1,2,RandomConnections
23,14,1,2,RandomConnections
23,17,1,2,RandomConnections
23,18,1,2,RandomConnections
23,21,1,2,RandomConnections
23,24,1,2,RandomConnections
23,43,2,2,RandomConnections
23,45,1,2,RandomConnections
23,96,2,2,RandomConnections
23,106,1,2,RandomConnections
23,117,1,2,RandomConnections
23,141,1,2,RandomConnections
23,147,1,2,RandomConnections
23,160,1,2,RandomConnections
23,172,1,2,RandomConnections
23,181,1,2,RandomConnections
23,183,1,2,RandomConnections
24,2,1,2,RandomConnections
24,13,1,2,RandomConnections
24,15,1,2,RandomConnections
24,27,1,2,RandomConnections
24,29,1,2,RandomConnections
24,40,1,2,RandomConnections
24,55,1,2,RandomConnections
24,58,1,2,RandomConnections
24,61,1,2,RandomConnections
24,73,2,2,RandomConnections
24,82,1,2,RandomConnections
24,83,1,2,RandomConnections
24,100,1,2,RandomConnections
24,121,1,2,RandomConnections
24,154,1,2,RandomConnections
24,159,1,2,RandomConnections
24,165,1,2,RandomConnections
24,171,1,2,RandomConnections
24,176,1,2,RandomConnections
24,178,1,2,RandomConnections
25,1,1,2,RandomConnections
25,3,1,2,RandomConnections
25,5,1,2,RandomConnections
25,25,1,2,RandomConnections
25,43,1,2,RandomConnections
25,44,1,2,RandomConnections
25,50,1,2,RandomConnections
25,58,1,2,RandomConnections
25,60,1,2,RandomConnections
25,66,1,2,RandomConnections
25,93,1,2,RandomConnections
25,103,1,2,RandomConnections
25,107,1,2,RandomConnections
25,123,1,2,RandomConnections
25,135,1,2,RandomConnections
25,136,1,2,RandomConnections
25,158,1,2,RandomConnections
25,159,1,2,RandomConnections
25,185,1,2,RandomConnections
25,194,1,2,RandomConnections
26,8,1,2,RandomConnections
26,25,1,2,RandomConnections
26,31,1,2,RandomConnections
26,36,1,2,RandomConnections
26,38,1,2,RandomConnections
26,45,1,2,RandomConnections
26,49,1,2,RandomConnections
26,53,1,2,RandomConnections
26,81,1,2,RandomConnections
26,82,1,2,RandomConnections
26,83,1,2,RandomConnections
26,85,2,2,RandomConnections
26,119,1,2,RandomConnections
26,127,1,2,RandomConnections
26,166,1,2,RandomConnections
26,169,1,2,RandomConnections
26,170,1,2,RandomConnections
26,178,1,2,RandomConnections
26,198,1,2,RandomConnections
27,5,1,2,RandomConnections
27,17,1,2,RandomConnections
27,36,1,2,RandomConnections
27,43,1,2,RandomConnections
27,57,1,2,RandomConnections
27,58,1,2,RandomConnections
27,61,1,2,RandomConnections
27,64,1,2,RandomConnections
27,83,2,2,RandomConnections
27,85,1,2,RandomConnections
27,90,1,2,RandomConnections
27,107,1,2,RandomConnections
27,109,1,2,RandomConnections
27,143,1,2,RandomConnections
27,152,1,2,RandomConnections
27,155,1,2,RandomConnections
27,172,1,2,RandomConnections
27,174,1,2,RandomConnections
27,186,1,2,RandomConnections
28,0,3,2,RandomConnections
28,1,5,2,RandomConnections
28,3,2,2,RandomConnections
28,4,2,2,RandomConnections
28,5,4,2,RandomConnections
28,6,2,2,RandomConnections
28,7,3,2,RandomConnections
28,8,5,2,RandomConnections
28,9,3,2,RandomConnections
,,,,
